0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Planet Of The Apes 2001,B00008G8M5,Planet of the Apes,B00005NOLV,Planet Of Apes:tl Colle Bxcbsm,B000EBIOP8,Time Machine,6301977815,The Day the Earth Stood Still,B001THAS5K,The Chronicles of Riddick,B0002VEWME,Star Trek - The Motion Picture,6300216802,"['venture', 'action', 'crime']"," I was expecting to see somthing new with this &quot;revisiting&quot; of planet of the apes movie.  Instead, it is just an amatuer attempt to add some insight to the thought-provoking themes of the original movies.  The first half of the movie was a complete waste, the slave/master issue was clearly dealt with in more detail in the original movie.  So many movies these days focus so much on set design and makeup and not enough on plot or character development.  The ending was surprising I thought, as I a couple of things could have happened in my opinion.  Overall, just another modern action/sci-fi movie with no good plot, characters or action for that matter"," If you have  seen the original, then this is simply bad"
Blanca Nieves y los Siete Enanos,6303389430,Sleeping Beauty,B00008X5J5,La Bella Durmiente,B000092T54,Pinocchio,B0000TG48I,Pinocho,6303142281,Bambi,B0002YLCOW,Aschenputtel - Cinderella,B00004RLZ0,"['venture', 'action', 'crime']"," When I got this DVD combo pack, I was impressed by the cover and the packaging. I watched the Blu-Ray in my room the day after. For those of you confused about the Blu-Ray and DVD combo packs, this is how it works. Blu-Ray combos involve the small, blue package with the DVD behind the Blu-Ray discs. The DVD combo has the Black edged packaging with the DVD in front of the Blu-Ray discs. I liked the DVD combo better because of it's nice cover and grip. If you want it in Hd, buy the DVD combo pack.", Great Diamond classic in High Definition
The Last of the Mohicans,B00005O45G,Patriot,B00004XPQ7,Dances With Wolves,6303389252,Zulu,B00004CZR2,The New World,B0029O0BK4,Glory,0800177967,Jeremiah Johnson,B006UANERU,"['venture', 'action', 'crime']"," It's too bad I waited so long to see this BD version after purchasing it from Amazon. It's way too dark, even when viewing at night with all the lights off. I gave my previous DVD version of this movie away once the BD version arrived. I wish I could get it back. Even the dark scenes on the DVD version had more detail than this crummy BluRay rip-off. I know now that when you first open up the BD case and find only the disk, be alert to a mediocre effort in providing a good quality BD product. What a waste of time and money.", Poor Picture Quality
Public Enemies,B002QEHPQA,J. Edgar,B006T5G73Y,Town,B0083SI9BS,Zodiac,B000TXZP0S,American Gangster,B002CPMB9O,Tombstone,B0036EH40Q,3:10 to Yuma,B000XR9L50,"['venture', 'action', 'crime']"," Very Good, entertaining Gangster Flick. There is no way anyone could possibly rate this motion picture with one star unless they have an aversion to gangster films and, if so, they should not have watched this film in the first place. This movie is good entertainment, is is a 4 star movie, it is not a classic such as ""Bonnie and Clyde"". If you want a movie which is profound or delivers some timeless message look for another flick. Good, afternoon matinee fair. Enjoy! I gave it five stars instead of 4 to counter all the inexplicable one star ratings!", Great Gangster Flick
From Dusk Till Dawn,B000065K8Z,From Dusk till Dawn,B004S699LI,Planet Terror,B002I7IC58,Death Proof,B001F0TM5I,Pistolero,0767842359,Once Upon a Time in Mexico,B0000WN140,Desperado,6303929796,"['venture', 'action', 'crime']"," This is a really entertaining film - it's completely over the top but in a very good way. It also has a little of everything to please many audiences. It has the horror, the supernatural, the violence, the crime etc... and it bridges all these genres pretty well. It also features some great performances from the actors. Another good one in a similar vein, but without the supernatural bent is <a href=""http://www.amazon.com/gp/product/6304602979"">True Romance (Unrated Director's Cut)</a>. It's more crime oriented, but is also a great story.", underrated classic
Harry Potter And Chamber of Secrets,B0097GUQPW,It,B00006FMGF,Harry Potter-Half Blood,B00308TGGS,Harry Potter: Years One-Five,B001DPHDJ2,Harry Potter Years 1-6 Giftset,B002Q8GKLM,Harry Potter Years 1-5,B001DPHDI8,Eragon,B002NJWHHA,"['venture', 'action', 'crime']"," I thought that this movie stayed pretty true to the book. Of course, most books are better than the movie, and this is no exception and that is why I gave this movie 4 stars.<p>I love the characters, and it is so wonderful to actually see things on the screen. It was so great that all the characters from the first movie were also in this one. I do think that some of the images might be too graphic for younger kids, especially the final &quot;fight/battle&quot; scene. All in all, it's another great edition to the Harry Potter movie series!", Another Great Harry Potter Movie!
Soul Surfer,B0055PMURG,Facing the Giants,B0010IF6NC,Fireproof,B001HN68ZU,Flywheel,B0012IJWM6,The Blind Side,B0048EANPQ,The Ultimate Gift,B005KG4DES,Temple Grandin,B007Q35PLI,"['venture', 'action', 'crime']"," WHEN I FIRST SAW THIS MOVIE , I WAS SHOCKED, BECAUSE OF THE TRAGEDY THAT BEFELL THIS YOUNG LADY. AS THE MOVIE CONTINUED YOU FELT YOU WERE THERE WITH HER AND CHEERING HER ON, NOT TO GIVE UP AND UNDERSTANDING ALL THE FRUSTRATIONS HER, HER PARENTS AND BROTHERS WERE GOING THROUGH, AT FIRST. THEN SELF PITY TURNED INTO COURAGE AND WHAT A CHAMPION THIS GIRL IS! A TRUE STORY. THE ACTORS AND ACTRESSES REALLY CAME ACROSS WITH THIS MOVIE. IT IS SO WORTH HAVING IN YOUR COLLECTION OF DVD'S. I ORDERED 4 TOTAL IN ALL, NOT JUST THROUGH AMAZON. BUT FOUND IT ON AMAZON FIRST.GLAD THEY CARRIED IT. SINCERELY, EILEEN HINES", TRULY A YOUNG LADY WITH COURAGE
Beatles Anthology 5,6304242069,Beatles Anthology,6304242093,The Beatles Anthology,B00006GEMA,Beatles Anthology 4,6304242042,Beatles Anthology 1,6304241984,Rush: Beyond the Lighted Stage,B003JLA4KS,Bob Dylan - No Direction Home,B000A0GP4K,"['venture', 'action', 'crime']", I've enjoyed the Anthology series when it was broadcast and released on VHS but the DVD's are the ultimate. Yes the additional material is nice but what really impressed me were the songs. The Beatles music will always be the foundation of their legend and the music quality on these DVD's is outstanding! The clarity of their vocals and the nuances in their instrumentation makes them all sound brand new. It's as if they were recorded yesterday. I hope they remix all their music as well as they have done on these DVD's and re-release the entire catalog of Beatles recordings! Phenomenal sound! I feel like a kid again!, They never sounded better!
Act of Valor,B00846TTDG,Taking Chance,B007Q35982,Hurt Locker,B0030MKGKY,Battle Los Angeles,B0051BVQFG,Red Tails,B0085776BG,The Pacific,B001VNB54A,We Were Soldiers,B000J159N8,"['venture', 'action', 'crime']"," WoW!  That is the one word to some this movie up. The Story line, plot, setting, conclusion everything is just spectacular. This movie honors all the Seals that have fought to protect this country from Terrorists and other enemy's. The drama is limited which is a very good thing with just enough action but not to much. The narrator who is also the Chief, or leader of the Seals has a very strong and low voice which made me want to listen and kept me interested. This movie will help you understand all they do so we can live safely in our country so go see it and if you don't like it I'm going to take a guess and say your not American.", COD in movie form!
To Kill a Mockingbird,B000ID37RM,To Kill A Mockingbird,B0076D0D8S,The Help,B005J6LKVI,Roots,6302571251,Fried Green Tomatoes,B000I9WW6I,Studio One - Twelve Angry Men,B002VRNJTE,12 Angry Men,B003P8B35U,"['venture', 'action', 'crime']"," The movie To Kill a Mockingbird couldn't be any better.  The book is a true classic, and the movie truly gives homage to the book.  I showed the movie to my ninth grade students who had never read the book.  I began by telling them it was a wonderful movie, but when it started in black and white, they decided it was awful and must be a movie only English teachers like.  When I had to turn it off at the end of class though, they all begged me to keep watching it.<br /><br />To Kill a Mockingbird is not another film of a classic book that only literature nerds will enjoy.  It's for everybody.", Couldn't be better
The Chronicles Of Narnia: The Voyage Of The Dawn Treader,B004M1A21K,The Golden Compass,B0013TO3HS,The Last Airbender,B00463GPHY,Eragon,B002NJWHHA,Harry Potter-Half Blood,B00308TGGS,Bridge to Terabithia,B000P6R5Y8,Harry Potter: Years One-Five,B001DPHDJ2,"['venture', 'action', 'crime']"," When Edmund, Lucy and Eustace find themselves back in Narnia they're rescued and taken aboard The Dawn Treader. It's pure fantasy and enchantment from then until the end of the movie. While their cousin, Eustace, starts out as dead weight on the adventure, a surprising change takes place, and he becomes a heroic figure. Anyone who's followed the Chronicles of Narnia movies will love this one. Even if you've never seen one of the movies, I would recommend starting out with this one. Even without the full backstory you can still enjoy it.", They Saved the Best for Last
The Mummy,B000059ZZJ,Mummy,0783235208,The Scorpion King,B000063W1U,Indiana Jones - Giftset,079215827X,Journey to the Center of Earth,B005DVIPJY,Lara Croft - Tomb Raider,B00005Q4GA,Van Helsing,B001JIHGO0,"['venture', 'action', 'crime']"," The mummy is one of the best mummy films. I don't know why people like the 1932 mummy i think they don't know what they are talking about. I watched the 1932 mummy and i fought it was (bad) it was so cheesy. In the 1999 mummy it has the best special effects best music great acting and the feel of egypt. The mummy is my all time favourites thanks to stephen summers who directed it and ILM( Industrial light And Magic) the special effects people. This movie is well directed , well scripted, and well acted. I thank the people that did this film because i love it. borrow this film watch it and buy it you'll love it.....", The best mummy films.
Happiest Baby on the Block,B000096QVL,The Happiest Baby on the Block,B0006H4DEG,My Baby Can Talk - First Signs,B004DH8IDM,Potty Power - For Boys & Girls,B0002B55DO,Yoga for Stress Relief,B000ICLRKW,Yoga For Beginners,B000H8RVSO,The Perfect Pregnancy Workout,B000227EMI,"['venture', 'action', 'crime']", Great video! This is a mircale worker for even common fussy babies. Our son had been pretty mellow until he was 6 weeks old then just started to get fussy without warning and nothing was working well. Someone suggested this video and we purchased it. The only thing I regert was not purchasing it sooner. We noticed a difference that night. Our son is 8weeks and sleeping 6 hour stretches through the night. Not to mention we can lay him downin his crib while he is awake and he goes back to sleep without a fuss. This is a must!, Happy and sleeping better parent!
Terminator: The Sarah Connor Chronicles - Season 2,B001AQR3J4,Dollhouse: Season 1,B0024FAR6G,Battlestar Galactica,B002DOBJWY,Invasion - The Complete Series,B000FOPPBA,Caprica,B001RTCP1U,Stargate Universe SG-U: 1.0,B002R8JG58,Fringe: Season 1,B001MS7IBS,"['venture', 'action', 'crime']"," Its hard to express how deep this show is.  It's a show about a killer robot and a mom and son but it is also a show about loss, life and priorities.  This season has a few slow shows but the action explodes in sprints even on the slower shows.  The season finale is one of the best episodes I have ever seen.  John makes the decision to follow Cameron to the future and leaves his mother behind.  DR is now on a new time line and John is a no body.  I would love to see where they take this show.  Pray there is a season 3.", The best gets even Better!
